SE,casos_est,casos,p_rt1,p_inc100k,tempmin,tempmed,tempmax,umidmin,umidmed,umidmax
202230,134.0,134,0.01671812,18.36278,11.7142857142857,18.1618244285714,24.1428571428571,38.0426342857143,61.9423312857143,87.6201748571429
202229,155.0,155,0.024827221,21.24053,14,19.5094642857143,24.5714285714286,41.4168095714286,64.0755397142857,87.9916935714286
202228,168.0,168,0.005041218,23.021994,13.8571428571429,18.246989,22.2857142857143,47.415736,65.5548058571429,80.5011481428571
202227,195.0,195,0.004021078,26.721956,10.1428571428571,18.2788978571429,24.5714285714286,31.065346,59.738488,92.6922031428571
202226,201.0,201,0.0001682502,27.54417,12,17.3928101428571,22.7142857142857,43.3459261428571,66.8608301428571,90.4303477142857
202225,274.0,274,0.040211186,37.547775,12.2857142857143,17.7159371428571,22.5714285714286,47.4249044285714,69.7243945714286,91.1341428571428
202224,265.0,265,0.0001395885,36.314453,9.57142857142857,14.2552395714286,19.7142857142857,45.1379085714286,71.0137097142857,91.0326057142857
202223,305.0,305,0.0044547687,41.79588,14.1428571428571,17.1593138571429,20.1428571428571,65.7189332857143,79.2541537142857,90.4511448571429
202222,388.0,388,0.45723376,53.16984,14.4285714285714,18.1579965714286,21.8571428571429,59.4245474285714,76.839858,92.0500891428571
202221,376.0,376,0.0075449967,51.525414,9.71428571428571,17.9663862142857,24,31.5971992857143,59.9937434285714,92.689854
202220,360.0,360,1.02e-08,49.33284,11.1428571428571,15.3079834285714,19.5714285714286,41.152324,63.0079545714286,81.27062
202219,427.0,427,5.703e-07,58.514233,14.5714285714286,18.2886758571429,23.1428571428571,51.7582038571429,74.3138414285714,91.2328742857143
202218,542.0,542,0.28290874,74.27333,16.1428571428571,20.0806821428571,24,51.4660364285714,71.7558111428571,90.5856948571429
202217,627.0,627,0.9999954,85.921364,17,22.0050421428571,26.7142857142857,44.9021992857143,67.145021,88.9304991428571
202216,623.0,623,1.0,85.37322,14.8571428571429,20.7531511428571,25.5714285714286,40.3205441428571,61.9612265714286,87.92655
202215,449.0,449,0.999864,61.52902,17.4285714285714,21.3869748571429,26.2857142857143,45.9612301428571,69.2541591428571,88.2123494285714
202214,394.0,394,0.99996644,53.992054,19,22.367647,26.2857142857143,59.1713731428571,75.9422794285714,91.4917642857143
202213,358.0,358,0.9999997,49.05877,19.2857142857143,22.4149864285714,25.7142857142857,60.129454,77.2459522857143,92.3186205714286
202212,296.0,296,0.9999972,40.562557,17.7142857142857,22.4502468571429,27.4285714285714,49.3958967142857,69.9026435714286,89.7995271428571
202211,213.0,213,0.9972303,29.188599,20.5714285714286,23.7141382857143,28,57.4181288571429,77.8390518571429,93.2023185714286
202210,220.0,220,0.9999868,30.147848,20,25.404622,31.2857142857143,38.0574811428571,65.1137578571429,89.9293385714286
202209,134.0,134,0.57811385,18.36278,20.2857142857143,25.9703548571429,31.8571428571429,33.8141278571429,61.9796485714286,88.4838842857143
202208,136.0,136,0.8831171,18.636852,19.1428571428571,25.1344045714286,30.8571428571429,35.7184322857143,65.8534708571429,91.4920305714286
202207,149.0,149,0.9969933,20.418316,18.8571428571429,23.3294117142857,28.4285714285714,44.3728248571429,69.8929734285714,90.749604
202206,101.0,101,0.47459024,13.840603,18.8571428571429,22.4452845714286,25.5714285714286,57.088995,70.8120047142857,87.7327771428571
202205,119.0,119,0.6154393,16.307245,20.1428571428571,23.0607627142857,26.2857142857143,62.9813957142857,79.8245462857143,93.2149614285714
202204,75.0,75,0.0001030953,10.277676,20.1428571428571,24.2813217142857,29.1428571428571,52.8649745714286,73.5535338571429,90.0010191428571
202203,123.0,123,0.44500586,16.855387,19.5714285714286,24.5886087142857,29.5714285714286,46.1628131428571,67.9134762857143,89.1315742857143
202202,136.0,136,0.8473325,18.636852,18.5714285714286,22.1616437142857,26.7142857142857,60.7890114285714,79.3459078571429,94.0012714285714
202201,140.0,140,0.7160931,19.184994,20,22.8341101428571,26.2857142857143,62.2388808571429,78.9201161428571,92.4119142857143
202152,89.0,89,0.0005359351,12.196175,18.2857142857143,21.652871,25.7142857142857,57.2996634285714,76.3421385714286,90.6232785714286
202151,139.0,139,0.78729624,19.047958,17.7142857142857,21.9028168571429,26.2857142857143,50.0832504285714,66.8097844285714,86.66528
202150,162.0,162,0.9990828,22.19978,20.8571428571429,24.1347855714286,27.5714285714286,58.0938217142857,75.0594865714286,92.6063128571429
202149,118.0,118,0.83111835,16.17021,15.8571428571429,20.1839984285714,23.7142857142857,53.8703988571429,70.1239688571429,89.7205537142857
202148,110.0,110,0.73968595,15.073924,18.4285714285714,23.3042717142857,27.8571428571429,47.3371355714286,67.1999025714286,88.31125
202147,95.0,95,0.56315047,13.018389,17.5714285714286,21.9616595714286,26.7142857142857,46.559302,67.4319512857143,85.9584442857143
202146,115.0,115,0.9850361,15.759102,17.1428571428571,21.9892857142857,26.4285714285714,45.0319368571429,63.9449128571429,84.3012428571429
202145,86.0,86,0.67054045,11.785068,15.8571428571429,18.9354692857143,22.5714285714286,60.4528267142857,73.1649705714286,87.25045
202144,88.0,88,0.6183321,12.059139,17.2857142857143,20.5493695714286,24.4285714285714,54.992404,73.914956,89.767282
202143,72.0,72,0.058351178,9.866569,17,20.107237,23.2857142857143,64.6459834285714,79.0142037142857,91.4491171428571
202142,83.0,83,0.09955282,11.3739605,15,17.7557774285714,20.2857142857143,62.5505792857143,76.5093351428571,88.0904128571429
202141,95.0,95,0.1397646,13.018389,16.8571428571429,21.2048317142857,26,50.013253,72.91537,91.37344
202140,98.0,98,0.08124684,13.429496,16.8571428571429,19.9602547142857,25.2857142857143,55.6521095714286,76.6289205714286,89.866322
202139,108.0,108,0.23101306,14.799852,15.4285714285714,22.007519,29,34.949497,62.2298747142857,89.8784534285714
202138,132.0,132,0.895327,18.088709,14.8571428571429,20.4063731428571,27.8571428571429,35.0741808571429,63.9541145714286,85.7495751428571
202137,111.0,111,0.77799267,15.210959,17.2857142857143,22.6040102857143,29.1428571428571,37.7602822857143,65.226788,88.9383257142857
202136,133.0,133,0.9954134,18.225744,17.7142857142857,21.8655461428571,27.2857142857143,47.6279347142857,71.3059115714286,89.8888928571428
202135,81.0,81,0.24615487,11.09989,15.2857142857143,19.8292545714286,24.5714285714286,41.9272174285714,65.7031637142857,87.2512814285714
202134,99.0,99,0.9264341,13.566531,13.8571428571429,21.7715121428571,27.7142857142857,33.0216294285714,50.9068141428571,80.6986794285714
202133,94.0,94,0.98256725,12.881353,13.7142857142857,20.7431078571429,27.1428571428571,31.6140747142857,59.269863,88.2178285714286
202132,86.0,86,0.9724173,11.785068,11.8571428571429,17.3116118571429,21.7142857142857,46.7954444285714,66.8611701428571,90.370805
202131,56.0,56,0.2001157,7.6739974,10.1428571428571,15.2041621428571,20.4285714285714,48.7926472857143,72.4530514285714,92.1904498571429
202130,64.0,64,0.22598037,8.770283,6.85714285714286,13.9781807142857,20,37.1828531428571,62.0697715714286,88.3442505714286
202129,61.0,61,0.052999396,8.359176,8.71428571428571,14.6598997142857,20.4285714285714,31.7986908571429,61.2795725714286,91.9988985714286
202128,71.0,71,0.12434377,9.729532,10.1428571428571,17.8291564285714,24,36.8351657142857,62.9321452857143,91.1511185714286
202127,90.0,90,0.3495122,12.33321,12.1428571428571,16.0419432857143,20.4285714285714,47.6964494285714,71.6520501428571,89.4169977142857
202126,74.0,74,0.0046395017,10.140639,9.28571428571429,15.6537447142857,21.2857142857143,39.4455025714286,65.6106262857143,91.1193112857143
202125,99.0,99,0.032619294,13.566531,12.5714285714286,17.7173324285714,22.5714285714286,50.8728414285714,72.1248527142857,94.5643657142857
202124,106.0,106,0.006379437,14.525782,12.5714285714286,15.1880895714286,18.4285714285714,60.0299825714286,78.0333327142857,91.1624077142857
202123,123.0,123,0.016826266,16.855387,14.8571428571429,18.2974177142857,21.8571428571429,60.0338638571429,79.0822851428571,95.572582
202122,153.0,153,0.151504,20.966457,14.4285714285714,19.5423187142857,25,47.9454515714286,73.3242922857143,94.7077914285714
202121,163.0,163,0.091272734,22.336815,12.2857142857143,19.0687011428571,25,37.8819882857143,64.0389458571429,92.2024408571429
202120,156.0,156,0.012476596,21.377565,13.5714285714286,18.102637,23.5714285714286,46.7902188571429,74.6763885714286,94.62569
202119,208.0,208,0.4934108,28.50342,14.2857142857143,17.9765588571429,22.2857142857143,53.7338761428571,73.7234281428571,90.5095528571429
202118,191.0,191,0.044709094,26.173813,14.4285714285714,19.5413531428571,25,37.4515435714286,68.7049631428571,91.2832657142857
202117,207.0,207,0.041997354,28.366385,15.2857142857143,19.6219892857143,24.4285714285714,47.4018981428571,69.9743594285714,89.6169457142857
202116,220.0,220,0.13137905,30.147848,15.1428571428571,18.0499821428571,21.8571428571429,61.3878801428571,81.2184942857143,94.7797157142857
202115,257.0,257,0.9373275,35.218166,16,21.0907267142857,26.1428571428571,45.2884902857143,66.9014524285714,88.9066328571429
202114,264.0,264,0.998623,36.177418,15.7142857142857,21.1082262857143,25.8571428571429,46.5471154285714,70.2885894285714,91.3336034285714
202113,221.0,221,0.9805301,30.284883,18.1428571428571,22.7591078571429,28.4285714285714,45.0634418571429,71.0446722857143,93.1738777142857
202112,192.0,192,0.97551954,26.310848,20,25.5978041428571,31.4285714285714,35.6417915714286,66.7215834285714,93.1767534285714
202111,192.0,192,0.9998409,26.310848,19.7142857142857,23.5614972857143,28,54.6209534285714,75.82589,92.3921285714286
202110,154.0,154,0.99874145,21.103493,19.4285714285714,22.8723891428571,27.2857142857143,53.4315938571429,76.17013,92.3434362857143
202109,131.0,131,0.9945264,17.951674,20.1428571428571,23.492732,27.1428571428571,55.5112768571429,75.2692014285714,91.5899728571429
202108,92.0,92,0.703097,12.607282,19.5714285714286,22.7100668571429,26.4285714285714,60.0776097142857,76.598198,90.1278442857143
202107,100.0,100,0.9193614,13.7035675,19.5714285714286,23.8784468571429,29.2857142857143,45.8131642857143,72.615598,91.6007914285714
202106,79.0,79,0.38558757,10.825818,18.5714285714286,21.9310777142857,26,57.5784094285714,75.4205928571429,89.96037
202105,81.0,81,0.3889739,11.09989,20.1428571428571,24.4015871428571,29.8571428571429,50.263611,74.4909665714286,93.2148914285714
202104,78.0,78,0.5229673,10.688783,21.2857142857143,26.1214348571429,31,39.1844567142857,63.177207,83.8114122857143
202103,95.0,95,0.9974473,13.018389,21.1428571428571,26.2145561428571,31.5714285714286,38.7406251428571,64.5490247142857,87.7411885714286
202102,82.0,82,0.9988996,11.236925,21.2857142857143,24.4740282857143,30.5714285714286,50.7814811428571,78.392002,93.2514642857143
202101,65.0,65,0.8593416,8.907319,20.2857142857143,24.6390977142857,30.1428571428571,47.0900212857143,70.859705,90.85053
